identifier_file,local_note,title,title_other,title_part,abstract,date_text,collection,collection_identifier,shelf_locator,extent,genre,form,language,name,name_role,name 2,name_role 2,publisher,place_of_origin,series_title,subject_geographic,subject_name,subject_name 2,subject_topical,subject_topical 2,project_title,repository,rights,public_note,public_note 2,note_provenance
0012_000416_000499,need to add legal documents to types of forms available.,Subpoena,,,Subpoena issued for several of Scopes's students to appear in trial.,1925-07-09,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 14","1 document (2 pages, 6 1/2 in x 8 1/2 in)",,,eng,"Ewing, E.B.",Creator,,,,"Dayton, TN",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,"{THE STATE vs.}Jno. Thos. Scopes
{Issued} July 9 {192}5
{You are hereby commanded to summon} Howard Morgan, James M. Benson, Morris Stout, Traynor Hutcheson, Jack Hudson, {to appear before the Circuit Court when sitting for the County of Rhea, at the Court House in Dayton,} July 10th, 1925
{in a suit pending in said court, between the State of Tennessee, Plantiff, and} Jno. Thos. Scopes {Defendent.}
{Witness, E.B. Ewing, Clerk of said court, at office in Dayton, the First Monday of} April {192}5
EB Ewing {Clerk}",
0012_000416_000500,,Letter from Grace Dexter Bryan to Sue K. Hicks,,,"Letter from Bryan's daughter discusses his opinions on the Scopes trial, family conversations thereof.",1940-04-12,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 15","1 letter (2 pages, 7 7/8 in x 6 1/4 in)",,correspondence,eng,"Bryan, Grace Dexter",Creator,,,,"End Gables, FL",,,"Bryan, William Jennings, 1860-1925",,,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,"Coral Gables, FloridaApril 12, 1940Personal & Confidential.
My dear Judge Hicks-I greatly appreciate your recent letter. there is very little regarding the Scopes case among my fatherÃ¢â‚¬â„¢s papers. Mother was greatly opposed to fatherÃ¢â‚¬â„¢s activities in as-sisting in the passage of the enti-evolu-tion laws in several States. I was the only member of our immediate family that encouraged him in his efforts. Being in California I did not have an opportunity to talk with my father & have only his letters to me to rely upon in my present task. Mother did all she could to prevent father from taking part in the Scopes Trial - it was, however, her greatest comfort that her wifely devotion finally had tiumphed over her opinions & she was in Dayton at the time of his death.I am very glad to have your explanation of the position of the prosecution in this case. I have always known fatherÃ¢â‚¬â„¢s part in the case was purposefully misinterrupted by the hostile Eastern press, which were his enemies all his public life & by his political foes. Dudley Field MaloneÃ¢â‚¬â„¢s activity in Dayton was undoubt-edly in a spirit of Ã¢â‚¬Å“get evenÃ¢â‚¬ï¿½ because of the severe rebuke father gave him which resulted in his dismissal from the State Department.FatherÃ¢â‚¬â„¢s interest in stopping the spread of the Darwinian Theory was more a matter of states-craft than theology. In other words, his greater concern was the relation & effect on government & the public good of the moral & ethical side of religion than the strictly metaphysical & theological aspect of religion. The development of the Scopes Trial freed him to defend in its entirety ancient Christian dogma, to uphold Christian ethics which is largely the [illegible] of judgement of Ã¢â‚¬Å“what is right & what is wrong,Ã¢â‚¬ï¿½ in both our civil & criminal law.I would appreciate it if you would send me a copy of The Tennessee Anti-Evolution Act which I assume is still in force. My mother was a good prophet when it came to your future - she told me you would certainly outgrow Dayton & have a distinguished career. My belated congratulations on your judgeship.Sincerely yours,Grace Dexter Bryan
Judge Sue K. Hicks,Madisonville, Tenn.",
0012_000416_000501,,Telegram from Sue K. Hicks to the Memphis Press,,,"Announces willingness for Bryan's assistance in the trial, contact information.",1925-05-14,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 15",1 telegram,,correspondence,eng,"Hicks, Sue K.",Creator,,,,"Dayton, TN",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000502,,Letter from Hicks & Hicks to W.J. Bryan,,,"Discusses possible additional counsel for trial, religious witnesses.",1925-06-13,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 15",1 letter (1 page),,correspondence,eng,"Hicks, Sue K.",Creator,,,,"Dayton, TN",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000503,,Letter from Hicks & Hicks to William Jennings Bryan,,,"Discusses possible additional counsel for the trial, reports Stewart's position on trial roles.",1925-06-12,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 15",1 letter (2 pages),,correspondence,eng,"Hicks, Sue K.",Creator,,,,"Dayton, TN",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000504,,"Telegram from the Memphis Press to ""Rhea County""",,,Inquires about willingness to add Bryan as co-counsel following his offer to assist the prosecution.,1925-05-14,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 15",1 telegram,,correspondence,eng,Memphis Press,Creator,,,,"Memphis, TN",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000505,,"Telegram from Columbus, OH to Dayton, TN",,,"""Mr William J Bryan gone Cocoanut Grove Fla."" [sic]",1925-05-28,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 15",1 telegram,,correspondence,eng,unknown,Creator,,,,"Columbus, OH",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000506,,Telegram from W.E. Thompson to S.K. Hicks,,,Secretary gives Bryan's itinerary for upcoming days.,1925-05-29,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 15",1 telegram,,correspondence,eng,"Thompson, W.E.",Creator,,,,"Coconut Grove, FL",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000507,,"Letter from William Jennings Bryan to F.R. Rogers, forwarded with message to Sue Hicks",,,"Discusses offer of lodging while in Dayton, describes need for three rooms, entrusts matter to Hicks.",1925-06-07,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 15",1 letter (1 page),,correspondence,eng,"Bryan, William Jennings, 1860-1925",Creator,,,,,,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",No known copyright restrictions.,,,
0012_000416_000508,,Letter from prosecution [likely Hicks & Hicks] to W.J. Bryan,,,"Discusses trial date, possibility of meeting in Chattanooga in June, potential witnesses for prosecution",1925-05-25,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 15",1 letter (1 page),,correspondence,eng,"Hicks, Sue K.",Attributed name,,,,"Dayton, TN",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000509,,Envelope from Bryan to  Hicks & Hicks,,,Empty envelope,1925-05-28,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 15",1 envelope,,correspondence,eng,"Bryan, William Jennings, 1860-1925",Creator,,,,"Pittsburgh, PA",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000510,,Envelope from Bryan to  Hicks & Hicks,,,Empty envelope,1925-05-20,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 15",1 envelope,,correspondence,eng,"Bryan, William Jennings, 1860-1925",Creator,,,,"Columbus, OH",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000511,,Envelope from Bryan to  Hicks & Hicks,,,Empty envelope,1925-05-30,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 15",1 envelope,,correspondence,eng,"Bryan, William Jennings, 1860-1925",Creator,,,,"Pittsburgh, PA",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,"The envelope lists no sender, but handwriting appears to match Bryan's and it was sent from the same hotel as another envelope from Bryan.",,
0012_000416_000512,,"Telegram from ""Blue Cocanut Grove Flo"" [sic] to Hicks & Hicks",,,"Discusses trial planning, offer of fundamentalists to furnish court stenographer",[1925],Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 15",1 telegram,,correspondence,eng,"Bryan, William Jennings, 1860-1925",Attributed name,,,,"Coconut Grove, FL",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,257 Rev14WS72 Blue Cocanut Grove Flo 140P11Hicks & Hicks Atty DaytonI await decusion of tonights Conference pls keep all names Confidential until ans is received from Them include former Secretary Hughes among possibilities fundamentalists offer to Furnsh official stenographer without Cash to Report entire proceedings they want Complete records for publication later they will [finish?] extra Copies & [part?] to all news papers on equal terms if advise that we accept offer,
0012_000416_000513,,Telegram from W.J. Bryan to S.K. Hicks,,,"Appreciates compliment, gives travel details and preferred banquet night.",1925-07-01,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 15",1 telegram,,correspondence,eng,"Bryan, William Jennings, 1860-1925",Creator,,,,"Coconut Grove, FL",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000514,,Telegram from W.J. Bryan to Hicks & Hicks,,,Assume state will oppose transfer case to federal court.,1925-07-03,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 15",1 telegram,,correspondence,eng,"Bryan, William Jennings, 1860-1925",Creator,,,,"Coconut Grove, FL",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000515,,Letter from W.B. Marr to Lawyers Co-Operative Publishing Co.,,,Requests information on cases that may be relevant to Scopes prosecution,1925-05-29,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 15",1 letter (1 page),,correspondence,eng,"Marr, W.B.",Creator,,,,"Nashville, TN",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000516,,Letter from W.B. Marr to Wm. Jennings Bryan,,,"Discusses relevant cases, arguing Scopes trial from a perspective of school control rather than evolution.",1925-05-27,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 15",1 letter (1 page),,correspondence,eng,"Marr, W.B.",Creator,,,,"Nashville, TN",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,"Left side of letter is crumpled, torn away in places.",,
0012_000416_000517,,Letter from W.B. Marr to West Publishing Company,,,Requests advance copies of The Southwestern Reporter for a number of Tennessee cases.,1925-05-27,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 15",1 letter (1 page),,correspondence,eng,"Marr, W.B.",Creator,,,,"Nashville, TN",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000518,,Letter from W.B. Marr to Hicks & Hicks,,,"Discusses Bryan's planned stopover in Nashville, preparation of brief on cases.",1925-05-29,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 15",1 letter (1 page),,correspondence,eng,"Marr, W.B.",Creator,,,,"Nashville, TN",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000519,,Telegram from Sue to H. E. Hicks,,,Discusses resolution to condemn case,1925-06-26,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 15",1 telegram,,correspondence,eng,"Hicks, Sue K.",Creator,,,,"Memphis, TN",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000520,,Letter from W.E. Thompson to Herbert Hicks,,,"Encloses evolution material from Bryan's papers, inquires about Scopes appeals",1926-01-29,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 15","1 letter (2 pages including envelope, 8 1/2 in x 5 1/2 in)",,correspondence,eng,"Thompson, W.E.",Creator,,,,"Coconut Grove, FL",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
